"ContDmgFnId","Default","Occupancy","Source","Description","ft04m","ft03m","ft02m","ft01m","ft00","ft01","ft02","ft03","ft04","ft05","ft06","ft07","ft08","ft09","ft10","ft11","ft12","ft13","ft14","ft15","ft16","ft17","ft18","ft19","ft20","ft21","ft22","ft23","ft24","Comment"
304,1,"COM5 ","USACE - Galveston","Bank, Contents",0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
305,,"COM5 ","USACE - Galveston","Bank, Contents (Equipment)",0,0,0,0,0,50,60,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
306,,"COM5 ","USACE - Galveston","Bank, Contents (Inventory)",0,0,0,0,0,50,87,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
307,,"COM5 ","USACE - New Orleans","Bank, Contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
308,,"COM5 ","USACE - New Orleans","Bank, Contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
309,1,"COM6 ","USACE - Galveston","Hospital, Contents",0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,"NULL"
310,,"COM6 ","USACE - Galveston","Hospital, contents (Equipment)",0,0,0,0,0,0,0,20,30,40,50,60,70,80,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,"NULL"
311,,"COM6 ","USACE - Galveston","Hospital, contents (Inventory)",0,0,0,0,0,0,0,0,10,20,80,83,86,89,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,"NULL"
312,1,"COM7 ","USACE - Galveston","Average Medical Office/Clinic, Contents (Equipment/Inventory)",0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,"NULL"
313,,"COM7 ","USACE - Galveston","Doctor's Office, contents (Equipment)",0,0,0,0,0,7,12,15,16,18,22,27,34,43,57,75,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
314,,"COM7 ","USACE - Galveston","Dentist's Office, contents (Equipment)",0,0,0,0,0,25,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
315,,"COM7 ","USACE - Galveston","Dentist's Office, contents (Inventory)",0,0,0,0,0,21,40,55,70,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
316,,"COM7 ","USACE - Galveston","Chiropractic Clinic, contents (Equipment)",0,0,0,0,0,6,30,30,30,31,32,35,38,42,47,54,62,72,84,95,100,100,100,100,100,100,100,100,100,"NULL"
317,,"COM7 ","USACE - Galveston","X-Ray Service, contents (Inventory)",0,0,0,0,0,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
318,,"COM7 ","USACE - New Orleans","Medical Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
319,,"COM7 ","USACE - New Orleans","Medical Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
320,,"COM7 ","USACE - New Orleans","Dentist's Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
321,,"COM7 ","USACE - New Orleans","Dentist's Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
322,1,"COM8 ","USACE - Galveston","Average Entertainment/Recreation, Contents (Equipment/Inventory)",0,0,0,0,13,45,55,64,73,77,80,82,83,85,87,89,90,91,92,93,94,95,96,96,96,96,96,96,96,"NULL"
323,,"COM8 ","USACE - Galveston","Fishing Party Boat, contents (Equipment)",0,0,0,0,0,24,24,24,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,"NULL"
324,,"COM8 ","USACE - Galveston","Fishing Party Boat, contents (Inventory)",0,0,0,0,40,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
325,,"COM8 ","USACE - Galveston","Bowling Alley, contents (Equipment)",0,0,0,0,0,17,22,25,27,27,28,30,32,35,39,45,51,58,67,76,86,96,100,100,100,100,100,100,100,"NULL"
326,,"COM8 ","USACE - Galveston","Country Club, contents (Equipment)",0,0,0,0,38,41,44,47,52,56,62,67,74,80,87,94,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
327,,"COM8 ","USACE - Galveston","Country Club, contents (Inventory)",0,0,0,0,0,12,19,27,34,42,48,55,62,68,73,78,84,89,94,100,100,100,100,100,100,100,100,100,100,"NULL"
328,,"COM8 ","USACE - Galveston","Physical Fitness, contents (Equipment)",0,0,0,0,0,25,45,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
329,,"COM8 ","USACE - Galveston","Private Pool, contents (Equipment)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
330,,"COM8 ","USACE - Galveston","Private Club, contents (Equipment)",0,0,0,0,0,40,45,49,52,55,59,63,68,74,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
331,,"COM8 ","USACE - Galveston","Private Club, contents (Inventory)",0,0,0,0,0,10,21,28,35,41,47,54,62,71,83,95,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
332,,"COM8 ","USACE - Galveston","Radio Station, contents (Equipment)",0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
333,,"COM8 ","USACE - Galveston","Recreation Facilities, contents (Equipment)",0,0,0,0,0,5,10,20,30,45,60,60,60,60,60,60,60,60,60,75,75,100,100,100,100,100,100,100,100,"NULL"
334,,"COM8 ","USACE - Galveston","Recreation Facilities, contents (Inventory)",0,0,0,0,0,25,50,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
335,,"COM8 ","USACE - Galveston","Tavern, contents (Equipment)",0,0,0,0,36,62,73,88,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
336,,"COM8 ","USACE - Galveston","Tavern, contents (Inventory)",0,0,0,0,42,53,78,92,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
337,,"COM8 ","USACE - Galveston","Telephone Exchange, contents (Equipment)",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
338,,"COM8 ","USACE - Galveston","YMCA - Contents (Inventory)",0,0,0,0,0,25,33,33,33,33,33,33,33,33,33,35,35,35,36,36,37,37,38,38,39,39,40,40,40,"NULL"
339,,"COM8 ","USACE - Galveston","Cafeteria Restaurant, contents (Equipment)",0,0,0,0,0,40,57,70,71,75,82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
340,,"COM8 ","USACE - Galveston","Cafeteria Restaurant, contents (Inventory)",0,0,0,0,0,73,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
341,,"COM8 ","USACE - Galveston","Drive-In Restaurant, contents (Equipment)",0,0,0,0,0,82,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
342,,"COM8 ","USACE - Galveston","Drive-In Restaurant, contents (Inventory)",0,0,0,0,0,52,60,78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
343,,"COM8 ","USACE - New Orleans","Bowling Alley, contents, salt water, long duration",0,0,0,0,0,83,88,93,94,94,94,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
344,,"COM8 ","USACE - New Orleans","Bowling Alley, contents, fresh water, short duration",0,0,0,0,0,28,61,81,89,90,92,92,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,"NULL"
345,,"COM8 ","USACE - New Orleans","Fast Food Restaurant, contents, salt water, long duration",0,0,0,0,0,83,88,93,94,94,94,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
346,,"COM8 ","USACE - New Orleans","Fast Food Restaurant, contents, fresh water, short duration",0,0,0,0,0,28,61,81,89,90,92,92,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,"NULL"
347,,"COM8 ","USACE - New Orleans","Full-Service Restaurant, contents, salt water, long duration",0,0,0,0,0,83,88,93,94,94,94,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
348,,"COM8 ","USACE - New Orleans","Full-Service Restaurant, contents, fresh water, short duration",0,0,0,0,0,28,61,81,89,90,92,92,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,"NULL"
349,,"COM8 ","USACE - New Orleans","Lounge, contents, salt water, long duration",0,0,0,0,0,83,88,93,94,94,94,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
350,,"COM8 ","USACE - New Orleans","Lounge, contents, fresh water, short duration",0,0,0,0,0,28,61,81,89,90,92,92,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,"NULL"
351,,"COM8 ","USACE - St. Paul","Recreation, contents, fresh water",0,0,0,0,15,31,43,53,61,67,71,73,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,"NULL"
352,1,"COM9 ","USACE - Galveston","Theater, Contents (Equipment)",0,0,0,0,0,4,6,8,9,10,12,17,22,30,41,57,66,73,79,84,90,97,98,100,100,100,100,100,100,"NULL"
353,,"COM9 ","USACE - Galveston","Private Hall, contents, (Equipment)",0,0,0,0,0,5,8,10,12,14,18,24,32,44,60,85,95,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
354,,"COM9 ","USACE - Galveston","Indoor Theater, contents, (Equipment)",0,0,0,0,0,3,4,5,6,6,6,9,12,16,22,28,37,46,57,68,80,93,95,100,100,100,100,100,100,"NULL"
355,,"COM9 ","USACE - New Orleans","Movie Theater, contents, salt water, long duration",0,0,0,0,0,83,88,93,94,94,94,94,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,"NULL"
356,,"COM9 ","USACE - New Orleans","Movie Theater, contents, fresh water, short duration",0,0,0,0,0,28,61,81,89,90,92,92,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,"NULL"
357,1,"COM10","USACE - Galveston","Garage, Contents (Inventory)",0,0,0,0,0,11,17,20,23,25,29,35,42,51,63,77,93,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
358,1,"IND1 ","USACE - Galveston","Average Heavy Industrial, Contents (Equipment/Inventory)",0,0,0,0,0,15,24,34,41,47,52,57,60,63,64,66,68,69,72,73,73,73,74,74,74,74,75,75,75,"NULL"
359,,"IND1 ","USACE - Galveston","Boiler Building, contents (Equipment)",0,0,0,0,0,5,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"NULL"
360,,"IND1 ","USACE - Galveston","Cabinet Shop Mfg, contents (Equipment)",0,0,0,0,0,20,25,30,35,40,45,50,55,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,"NULL"
361,,"IND1 ","USACE - Galveston","Cabinet Shop Mfg, contents (Inventory)",0,0,0,0,0,2,4,8,10,11,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,"NULL"
362,,"IND1 ","USACE - Galveston","Concrete Mfg, contents (Equipment)",0,0,0,0,0,15,50,51,53,54,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,"NULL"
363,,"IND1 ","USACE - Galveston","Door Mfg, contents (Equipment)",0,0,0,0,0,10,25,45,70,80,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
364,,"IND1 ","USACE - Galveston","Door Mfg, contents (Inventory)",0,0,0,0,0,20,40,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
365,,"IND1 ","USACE - Galveston","Engine Room, contents (Equipment)",0,0,0,0,0,20,25,30,35,40,45,50,55,65,65,65,65,65,75,75,75,75,75,75,75,75,75,75,75,"NULL"
366,,"IND1 ","USACE - Galveston","Fabrication Shop, contents (Inventory)",0,0,0,0,0,10,20,30,40,50,60,70,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,"NULL"
367,,"IND1 ","USACE - Galveston","Heat Exchanger Mfg, contents (Equipment)",0,0,0,0,0,12,22,32,40,46,52,55,58,60,63,71,80,85,91,96,100,100,100,100,100,100,100,100,100,"NULL"
368,,"IND1 ","USACE - Galveston","Heat Exchanger Mfg, contents (Inventory)",0,0,0,0,0,11,15,17,19,21,23,24,26,28,29,32,34,36,38,39,41,43,45,47,49,51,53,55,57,"NULL"
369,,"IND1 ","USACE - Galveston","Lock Shop, contents (Equipment)",0,0,0,0,0,8,12,20,29,40,50,59,67,75,84,92,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
370,,"IND1 ","USACE - Galveston","Lock Shop, contents (Inventory)",0,0,0,0,8,33,52,70,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
371,,"IND1 ","USACE - Galveston","Lumber Mill, contents (Equipment)",0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,65,65,65,65,65,65,65,65,65,65,65,"NULL"
372,,"IND1 ","USACE - Galveston","Heavy Machine Shop, contents (Equipment)",0,0,0,0,0,8,16,24,33,41,49,58,66,74,82,91,98,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
373,,"IND1 ","USACE - Galveston","Heavy Machine Shop, contents (Inventory)",0,0,0,0,0,2,5,10,15,20,25,30,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,"NULL"
374,,"IND1 ","USACE - Galveston","Light Machine Shop, contents (Inventory)",0,0,0,0,0,8,12,18,27,35,42,42,42,55,55,55,65,65,70,70,70,70,70,70,70,70,70,70,70,"NULL"
375,,"IND1 ","USACE - Galveston","Metal Coatings Serv, contents (Equipment)",0,0,0,0,0,32,50,63,75,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
376,,"IND1 ","USACE - Galveston","Metal Coatings Serv., contents (Inventory)",0,0,0,0,0,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
377,,"IND1 ","USACE - Galveston","Pipe Threader Facility, contents (Equipment)",0,0,0,0,0,25,25,50,50,50,50,75,75,75,75,90,90,90,100,100,100,100,100,100,100,100,100,100,100,"NULL"
378,,"IND1 ","USACE - Galveston","Pressure Test Facility, contents (Equipment)",0,0,0,0,0,20,20,25,25,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,"NULL"
379,,"IND1 ","USACE - Galveston","Metal Recycling, contents (Inventory)",0,0,0,0,0,0,0,10,20,20,20,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,"NULL"
380,,"IND1 ","USACE - Galveston","Machine Research Lab, contents (Equipment)",0,0,0,0,0,20,25,30,35,40,42,44,46,48,50,50,50,55,55,55,55,55,55,55,55,55,55,55,55,"NULL"
381,,"IND1 ","USACE - Galveston","Machine Research Lab, contents (Inventory)",0,0,0,0,0,20,40,60,80,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,"NULL"
382,,"IND1 ","USACE - Galveston","Scale Bldg, contents (Equipment)",0,0,0,0,0,0,5,15,25,40,50,75,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
383,,"IND1 ","USACE - Galveston","Welding-Machine, contents (Equipment)",0,0,0,0,0,1,6,15,18,20,21,22,24,27,30,33,37,41,45,49,54,59,63,68,72,76,80,84,88,"NULL"
384,1,"IND2 ","USACE - Galveston","Average Light Industrial, Contents (Equipment/Inventory)",0,0,0,0,0,9,23,35,44,52,58,62,65,68,70,73,74,77,78,78,79,80,80,80,80,81,81,81,81,"NULL"
385,,"IND2 ","USACE - Galveston","Battery Mfg, contents (Equipment)",0,0,0,0,0,10,20,30,40,60,80,80,80,80,80,80,80,90,90,90,90,90,90,90,90,90,90,90,90,"NULL"
386,,"IND2 ","USACE - Galveston","Battery Mfg, contents (Inventory)",0,0,0,0,0,10,10,15,15,20,20,25,25,30,30,30,30,40,40,40,50,50,50,50,50,50,50,50,50,"NULL"
387,,"IND2 ","USACE - Galveston","Control Bldg, contents (Equipment)",0,0,0,0,0,0,0,25,50,75,75,85,85,90,90,90,95,95,95,95,95,95,95,95,95,95,95,95,95,"NULL"
388,,"IND2 ","USACE - Galveston","Electronic Equip Mfg, contents (Equipment)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
389,,"IND2 ","USACE - Galveston","Electronic Equip Mfg, contents (Inventory)",0,0,0,0,0,25,40,55,70,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
390,,"IND2 ","USACE - Galveston","Frame Shop, contents (Inventory)",0,0,0,0,0,16,45,80,88,93,95,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
391,,"IND2 ","USACE - Galveston","Furniture Mfg, contents (Equipment)",0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"NULL"
392,,"IND2 ","USACE - Galveston","Furniture Mfg, contents (Inventory)",0,0,0,0,0,0,40,50,60,70,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
393,,"IND2 ","USACE - Galveston","Instrument Mfg, contents (Equipment)",0,0,0,0,0,7,13,20,27,34,42,48,57,71,80,85,93,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
394,,"IND2 ","USACE - Galveston","Instrument Mfg, contents (Inventory)",0,0,0,0,0,30,50,61,73,82,90,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
395,,"IND2 ","USACE - Galveston","Leather Goods Mfg, contents (Equipment)",0,0,0,0,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,"NULL"
396,,"IND2 ","USACE - Galveston","Leather Goods Mfg, contents (Inventory)",0,0,0,0,0,7,12,16,20,23,26,27,29,30,30,36,39,41,44,46,49,51,54,57,60,63,66,69,72,"NULL"
397,,"IND2 ","USACE - Galveston","Industrial Loading Dock, contents (Equipment)",0,0,0,0,0,0,0,0,10,10,25,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,"NULL"
398,,"IND2 ","USACE - Galveston","Industrial Loading Dock, contents (Inventory)",0,0,0,0,0,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,40,40,40,40,40,40,40,40,40,"NULL"
399,,"IND2 ","USACE - Galveston","Locker Bldg, contents (Inventory)",0,0,0,0,5,25,55,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
400,,"IND2 ","USACE - Galveston","Maint Bldg-Mfg Facilility, contents (Equipment)",0,0,0,0,0,10,15,20,25,35,45,45,45,45,50,50,50,55,55,55,60,60,60,60,60,60,60,60,60,"NULL"
401,,"IND2 ","USACE - Galveston","Newspaper Print Plant, contents (Equipment)",0,0,0,0,0,5,8,11,13,16,20,25,31,39,48,59,70,82,95,100,100,100,100,100,100,100,100,100,100,"NULL"
402,,"IND2 ","USACE - Galveston","Newspaper Sales Office, contents (Equipment)",0,0,0,0,0,4,9,18,33,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
403,,"IND2 ","USACE - Galveston","Newspaper Sales Office, contents (Inventory)",0,0,0,0,0,17,46,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
404,,"IND2 ","USACE - Galveston","Manuf Facility Office, contents (Equipment)",0,0,0,0,0,0,10,20,30,40,50,60,70,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
405,,"IND2 ","USACE - Galveston","Manuf Facility Office, contents (Inventory)",0,0,0,0,0,0,16,21,30,40,45,50,60,75,85,90,90,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
406,,"IND2 ","USACE - Galveston","Commercial Printing, contents (Equipment)",0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,"NULL"
407,,"IND2 ","USACE - Galveston","Commercial Printing, contents (Inventory)",0,0,0,0,0,10,35,50,70,73,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,"NULL"
408,1,"IND3 ","USACE - Galveston","Average Food/Drugs/Chemicals, Contents (Equipment/Inventory)",0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,"NULL"
409,,"IND3 ","USACE - Galveston","Chemical Plant, contents (Equipment)",0,0,0,0,0,38,44,52,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,"NULL"
410,,"IND3 ","USACE - Galveston","Chemical Plant, contents (Inventory)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
411,,"IND3 ","USACE - Galveston","Chemical Plant Bonding, contents (Equipment)",0,0,0,0,0,0,0,38,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,"NULL"
412,,"IND3 ","USACE - Galveston","Chemical Plant Bonding, contents (Inventory)",0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
413,,"IND3 ","USACE - Galveston","Chemical refinery, contents (Equipment)",0,0,0,0,0,4,45,60,75,90,93,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
414,,"IND3 ","USACE - Galveston","Chemical refinery, contents (Inventory)",0,0,0,0,0,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
415,,"IND3 ","USACE - Galveston","Deodorizer Bldg-Chemical, contents (Equipment)",0,0,0,0,0,10,15,20,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,"NULL"
416,,"IND3 ","USACE - Galveston","Deodorizer Bldg-Chem, contents (Inventory)",0,0,0,0,0,25,50,75,75,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
417,,"IND3 ","USACE - Galveston","Feed Mill, contents (Equipment)",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,"NULL"
418,,"IND3 ","USACE - Galveston","Feed Mill, contents (Inventory)",0,0,0,0,0,0,0,0,20,22,24,26,28,30,30,30,30,30,30,50,55,60,60,60,60,60,60,60,60,"NULL"
419,,"IND3 ","USACE - Galveston","Food Processor, contents (Equipment)",0,0,0,0,0,20,27,33,40,50,60,70,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,"NULL"
420,,"IND3 ","USACE - Galveston","Food Processor, contents (Inventory)",0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
421,,"IND3 ","USACE - Galveston","Chemical Laboratory, contents (Equipment)",0,0,0,0,0,25,25,50,50,60,70,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,"NULL"
422,,"IND3 ","USACE - Galveston","Chemical Laboratory, contents (Inventory)",0,0,0,0,0,43,60,60,60,60,70,70,80,80,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
423,,"IND3 ","USACE - Galveston","Detergent Manuf. Facility, contents (Equipment)",0,0,0,0,0,16,21,24,25,26,28,31,36,42,50,71,84,86,86,86,86,86,86,86,86,86,86,86,86,"NULL"
424,,"IND3 ","USACE - Galveston","Detergent Manuf. Facility, contents (Inventory)",0,0,0,0,0,25,40,55,70,85,90,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
425,,"IND3 ","USACE - Galveston","Meat Packing, contents (Equipment)",0,0,0,0,0,30,30,30,70,75,85,90,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,"NULL"
426,,"IND3 ","USACE - Galveston","Meat Packing, contents (Inventory)",0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
427,,"IND3 ","USACE - Galveston","Detergent Mixer Bldg, contents (Equipment)",0,0,0,0,0,0,10,20,25,25,25,25,25,35,35,45,45,55,55,55,55,55,55,55,55,55,55,55,55,"NULL"
428,,"IND3 ","USACE - Galveston","Detergent Mixer Bldg, contents (Inventory)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
429,,"IND3 ","USACE - Galveston","Plastic Mfg, contents (Equipment)",0,0,0,0,0,17,30,40,50,60,70,80,90,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
430,,"IND3 ","USACE - Galveston","Plastic Mfg, contents (Inventory)",0,0,0,0,0,17,30,40,47,55,62,67,72,77,80,92,99,100,100,100,100,100,100,100,100,100,100,100,100,"NULL"
431,,"IND3 ","USACE - Galveston","Caustic Materials Refinery, contents (Equipment)",0,0,0,0,0,38,50,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,"NULL"
432,,"IND3 ","USACE - Galveston","Caustic Materials Refinery, contents (Inventory)",0,0,0,0,0,0,0,10,20,30,30,40,40,50,50,60,60,70,70,80,80,90,90,100,100,100,100,100,100,"NULL"
433,1,"IND4 ","USACE - Galveston","Average Metals/Minerals Processing, Contents (Equipment/Inventory)",0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,"NULL"
434,,"IND4 ","USACE - Galveston","Foundry, contents (Equipment)",0,0,0,0,10,17,24,29,34,38,43,45,50,58,62,67,70,75,78,82,82,82,82,82,82,82,82,82,82,"NULL"
435,,"IND4 ","USACE - Galveston","Foundry, contents (Inventory)",0,0,0,0,11,16,19,21,23,28,35,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,"NULL"
436,,"IND4 ","USACE - Galveston","Lead Refinery, contents (Equipment)",0,0,0,0,0,10,20,30,40,50,60,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,"NULL"
437,,"IND4 ","USACE - Galveston","Lead Refinery, contents (Inventory)",0,0,0,0,0,16,21,30,40,45,50,60,75,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,"NULL"
438,,"IND4 ","USACE - Galveston","Sand & Gravel, contents (Equipment)",0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,15,15,15,15,15,15,15,15,"NULL"
439,,"IND4 ","USACE - Galveston","Sand & Gravel, contents (Inventory)",0,0,0,0,0,1,3,6,10,13,16,19,24,27,30,45,60,60,60,60,60,60,60,60,60,60,60,60,60,"NULL"
